name	address	website	archive_oldest	archive_newest	offers repair	First Price Date	First Price	First Price (Inflation adjusted)	First Price Source	Current Price Date	Current Price	Current Price Source	lat	lon
Genniges Fahrräder	Margaretenstraße 96/1, 1050 Wien	https://www.genniges-fahrraeder.at/			No prices online	2022-02-10			https://web.archive.org/web/20220210141906/https://www.genniges-fahrraeder.at/	2025-07-23		https://www.genniges-fahrraeder.at/#werkstatt	48.1863252	16.3459077
Sport nach Mass	Novaragasse 49, 1020 Wien	https://sport-nach-mass.com			Does not offer service								48.2181874	16.3886811
La Bicicleta Verde	Engerthstraße 194, 1020 Wien	https://www.gruenesrad2.at/			No prices online	2020-09-29			https://web.archive.org/web/20200929204548/https://www.gruenesrad2.at/werkstatt	2025-07-23		https://www.gruenesrad2.at/abholservice	48.2231744	16.4045555
Rad-Bike	Heinestraße 32, 1020 Wien	https://rad-bike.at/			No prices online	2022-04-12			https://web.archive.org/web/20220412001215/https://rad-bike.at/	2025-07-23		https://rad-bike.at/	48.2190383	16.3878956
Scooteria	Anastasius-Grün-Gasse 11, 1180 Wien	https://scooteria.info			No prices online								48.229951	16.3482659
Bergspezl	Stiftgasse 5-9, 1070 Wien	https://bergspezl.at/			No prices online (No Current Price)	2017-07-05	119,9		https://web.archive.org/web/20170705021437/http://bergspezl.at/verleih-und-service	2025-07-23		https://bergspezl.at/werkstatt-service/fahrradwerkstatt/?force_sid=dhf28bthvb94mj3gudhjoif5a2	48.200964	16.3549236
2 Rad Helden	Hadikgasse 192, 1140 Wien	https://2radhelden.at			Yes	2021-04-11	199		https://web.archive.org/web/20210411185606/https://2radhelden.at/preisliste-werkstatt/	2023-12-07	299	https://web.archive.org/web/20231207103214/https://2radhelden.at/preisliste-werkstatt/	48.1925427	16.2786906
Bike City	Mariahilfer Straße 206, 1150 Wien	https://bikecity.at/			Does not offer service								48.1906363	16.323449
eBike now	Lazarettgasse 1, 1090 Wien	https://ebikenow.at			Yes	2021-06-25	50		https://web.archive.org/web/20210625035138/https://ebikenow.at/service/	2025-01-24	60	https://web.archive.org/web/20250124001502/https://ebikenow.at/service/	48.2183624	16.3511365
Flickerei	Turmburggasse 1, 1060 Wien	http://flickerei.at/			Non-commercial								48.1919735	16.3533277
Fahrradwelt	Hörnesgasse 19/3a, 1030 Wien				No website								48.2037237	16.3958661
's Radl	Sieveringer Straße 140, 1190 Wien	https://www.sradl.at			No prices online	2021-12-04			https://web.archive.org/web/20211204081723/https://www.sradl.at/	2025-07-23		https://www.sradl.at/services	48.2522835	16.3198564
FahrradFreundeFloridsdorf	Moritz-Dreger-Gasse 19, 1210 Wien	https://www.heilsarmee.at/fff			Non-commercial								48.2737062	16.4415788
Velosaloon	Märzstraße 156/4	https://www.velosaloon.com/			Does not offer service								48.1969792	16.3068308
Best Bike	Prager Straße 26, 1210 Wien	https://www.best-bike.at/			Does not offer service								48.2644008	16.3943786
Fahrrad-1050	Kohlgasse 51, 1050 Wien				No website								48.1876376	16.3510032
2Rad Service Vescky		https://www.2rad-pv.at/			Additional Location								34.220389	70.3800314
Fahrrad 1030		http://www.fahrrad-1030.at/			No prices online								34.220389	70.3800314
radbar	Kranzgasse 1	https://radbar.wien/			Yes	2021-10-17	49		https://web.archive.org/web/20211017033847/https://radbar.wien/modules/bike/werkstatt.php	2025-07-04	65	https://web.archive.org/web/20250704141039/https://www.radbar.wien/werkstatt/	48.1883654	16.3339228
Edis Fahrrad	Schönbrunner Straße 192, 1120 Wien	https://edisfahrrad.at//			Yes	2025-06-24	119		https://web.archive.org/web/20250624093004/https://edisfahrrad.at/reparatur/	2025-07-23	119	https://edisfahrrad.at/reparatur/	48.1853009	16.3365205
Radlheim Fünfhaus	Löhrgasse 3, 1150	https://radlheim.org/			No prices online								48.1983782	16.3370353
Fahrradwerkstatt Freudenau	Freudenauer Hafenstraße 27, 1020 Wien	http://fahrrad-freudenau.at			No prices online								48.1754967	16.4777458
Chainge	Lichtentaler G. 16-18, 1090 Wien	https://chainge.at/			Does not offer service								48.2272941	16.3587208
Michael Beck - Beckbikes	Müllnergasse 14, 1090 Wien	https://www.beckbikes.at/			Yes	2016-10-20	90		https://web.archive.org/web/20161020005507/http://beckbikes.at/service-reparatur/	2025-07-23	140	https://www.beckbikes.at/service-reparatur/	48.2216857	16.3635384
Seven Bike	Hannovergasse 12, 1200 Wien	https://www.sevenbike.at			No prices online								48.230391	16.3694209
Roadbiker	Linke Wienzeile 70, 1060 Wien	https://www.roadbiker.at/			Additional Location								48.1961343	16.3549423
Rahmenmanufaktur Morassi	Schlossgasse 18 Magazin, Nr.4, 1050 Wien	https://morassiframes.com/			Does not offer service
Artbauer	Rosenbursenstrasse 4, 1010 Wien	https://www.ktm-bikes-artbauer.at/			Yes	2021-10-26	110		https://web.archive.org/web/20211026175211/https://www.ktm-bikes-artbauer.at/service/	2025-07-23	179	https://ktm-bikes-artbauer.at/service/	48.2092543	16.3805876
JOVELO	Juchgasse 8, 1030 Wien				No website								48.1968626	16.3946454
Zweiradheimat	Ausstellungsstraße 33/1, 1020 Wien	http://www.zweiradheimat.at			No prices online	2024-01-17			https://web.archive.org/web/20240117041847/https://zweiradheimat.webflow.io/	2025-07-23		https://zweiradheimat.webflow.io/	48.2181752	16.40269
Velopold Vienna	Obermüllnerstraße 11, 1020 Wien	https://velopoldvienna.com/			Does not offer service								48.2196541	16.4028912
Limitedbikes		https://www.limitedbikes.at/			No prices online (No First Price)				https://web.archive.org/web/20240229154324/https://www.limitedbikes.at/werkstatt/	2025-07-23	159,9	https://www.limitedbikes.at/werkstatt/	34.220389	70.3800314
Stir Bike		https://stirbike.at			Yes	2023-12-07	179		https://web.archive.org/web/20231207092812/https://www.stirbike.at/service-pakete/	2025-07-23	209	https://www.stirbike.at/leistungen/servicepakete/	34.220389	70.3800314
NXT Cargobikes	Kaisermühlenstraße 8, 1220 Wien	https://nxtcargobikes.at/			No prices online	2023-12-01			https://web.archive.org/web/20231201022023/https://nxtcargobikes.at/repair/	2025-07-23		https://nxtcargobikes.at/repair/	48.2123492	16.4403151
fluidbike, Radwerkstatt und Institut für angewandtes Fahrradfahren	Obere Bahngasse 20, 1030 Wien	https://fluidbike.at/			Yes	2023-03-29	77		https://web.archive.org/web/20230329235514/https://fluidbike.at/services-und-preise.html	2025-07-23	77	https://fluidbike.at/services-und-preise.html	48.1919637	16.3904354
Die Radbox	Simmeringer Hauptstraße 142-150/5/R2, 1100 Wien	https://www.dieradbox.net/			No prices online (No Current Price)	2016-12-13	50		https://web.archive.org/web/20161213134531/http://www.dieradbox.net/preise.htm	2025-07-23		https://www.dieradbox.net/meine-leistungen/	48.1680635	16.4223426
CUBE Store Wien Ost by Multicycle	Jedletzbergerstraße 9, 1110 Wien	https://multicycle.at/cube-store-wien-ost/			Yes	2025-05-17	200		https://web.archive.org/web/20250517223557/https://www.multicycle.at/cms-reparatur.asp	2025-07-23	200	https://www.multicycle.at/cms-reparatur.asp	48.1708577	16.4593092
re.bicycle	Argentinierstraße 67, 1040 Wien	https://www.reparaturnetzwerk.at			Additional Location								48.1878643	16.377384
Fahrradwerkstatt Flickschuh	Hetzendorfer Straße 81, 1120 Wien	https://fahrradwerkstatt.flickschuh.wien/			No prices online					2025-07-23		https://fahrradwerkstatt.flickschuh.wien/#service	48.167153	16.3083234
Velobis	Johnstraße 1-3, 1140 Wien	https://velobis.com/fahrrad/			No prices online								48.1926464	16.3162895
Bikes and Rails	Emilie-Flöge-Weg 4, 1100 Wien	https://www.bikesandrails.org/wp/			Does not offer service								48.1815079	16.3844932
CUBE Store Wien West by Multicycle	Albert-Schweitzer-Gasse 7, 1140 Wien	https://www.multicycle.at/cube-store-wien-west/			Additional Location							https://www.multicycle.at/cms-reparatur.asp	48.2071854	16.2189354
Radbande Expositur	Ilgplatz 2, 1020 Wien	https://radbande.at/			No prices online								48.219413	16.4046002
Rad Fux	Springergasse 27, 1020 Wien	https://www.radfux.wien/			No prices online (No First Price)					2025-07-23	95	https://www.radfux.wien/service-plus/	48.2234425	16.3879841
Bentho eBikes	Lassallestraße 5, 1020 Wien	https://www.bentho.at/			No prices online (No First Price)					2025-07-23	249	https://www.bentho.at/en/werkstatt	48.2218567	16.3948243
Fahrrad + Ski	Linke Wienzeile 124, 1060 Wien	https://www.fahrrad-ski.at/			Additional Location								48.191359	16.3528299
Radbande	Emilie-Flöge-Weg 4/1	https://radbande.at/			Additional Location								48.1814394	16.3843872
Green Bike	Neubaugasse 80, 1070 Wien	https://green-bike.at/			No prices online (No First Price)					2025-07-23	24.9	https://myhellocash.com/widget/greenbike-164965	48.2053496	16.3492663
Werkstat	Treustraße 13	https://www.autoreparatur-wien.at/			No prices online								48.2274533	16.3678389
Brompton Junction Vienna		https://citybiker.at/			No prices online							https://citybiker.at/pages/fahrradwerkstatt	34.220389	70.3800314
Church of Bikes	Nussdorfer Straße 82, 1090 Wien	https://www.churchofbikes.com/			Non-commercial							https://www.churchofbikes.com/wordpress/werkstatt/	48.2294973	16.3547675
RadLiebe Werkstatt	Weyprechtgasse 10, 1160 Wien				No prices online								48.2142219	16.3347257
e-motion e-Bike Welt Wien	Lemböckgasse 53-55, 1230 Wien	https://emotion-technologies.at/wien/			No prices online					2025-07-23		https://emotion-technologies.at/wien/e-bike-service/	48.1336337	16.3098882
Bike + More HandelsgesmbH	Agavenweg 21, 1220 Wien	https://www.bikemore.at/			Yes	2021-04-21	139		https://web.archive.org/web/20210421045210/https://bikeandmore.tri-data.de/Leistungsbeschreibung	2025-07-23	139	https://bikeandmore.tri-data.de/Leistungsbeschreibung	48.2543211	16.4979785
Dieradstation	Am Hauptbahnhof 1, 1100 Wien	https://www.dieradstation.cc/			Yes	2017-03-31	30	39,84	https://web.archive.org/web/20170331072750/http://www.dieradstation.cc/service/	2025-07-23	48	https://www.dieradstation.cc/service/	48.1849883	16.3779391
